sportsbook,sport,game_id,team,odds_decimal,commence_time,status,scrape_time
draftkings,nba,spurs__trail blazers,trail blazers,1.17,2026-04-29T01:40:00Z,upcoming,2026-04-27T18:11:25Z
betrivers,nba,spurs__trail blazers,spurs,6.1,2026-04-29T01:40:00Z,upcoming,2026-04-27T18:10:58Z
betrivers,nba,spurs__trail blazers,trail blazers,1.12,2026-04-29T01:40:00Z,upcoming,2026-04-27T18:10:58Z
fanduel,nba,spurs__trail blazers,spurs,5.6,2026-04-29T01:40:00Z,upcoming,2026-04-27T18:11:49Z
fanduel,nba,spurs__trail blazers,trail blazers,1.15,2026-04-29T01:40:00Z,upcoming,2026-04-27T18:11:49Z
betmgm,nba,spurs__trail blazers,spurs,6.0,2026-04-29T01:40:00Z,upcoming,2026-04-27T18:10:58Z
betmgm,nba,spurs__trail blazers,trail blazers,1.14,2026-04-29T01:40:00Z,upcoming,2026-04-27T18:10:58Z
bovada,nba,spurs__trail blazers,spurs,5.3,2026-04-29T01:40:00Z,upcoming,2026-04-27T18:05:03Z
bovada,nba,spurs__trail blazers,trail blazers,1.16,2026-04-29T01:40:00Z,upcoming,2026-04-27T18:05:03Z
draftkings,nba,cavaliers__raptors,cavaliers,1.24,2026-04-29T23:10:00Z,upcoming,2026-04-27T18:11:25Z
draftkings,nba,cavaliers__raptors,raptors,4.2,2026-04-29T23:10:00Z,upcoming,2026-04-27T18:11:25Z
betrivers,nba,cavaliers__raptors,cavaliers,1.23,2026-04-29T23:10:00Z,upcoming,2026-04-27T18:10:58Z
betrivers,nba,cavaliers__raptors,raptors,4.1,2026-04-29T23:10:00Z,upcoming,2026-04-27T18:10:58Z
fanduel,nba,cavaliers__raptors,cavaliers,1.27,2026-04-29T23:10:00Z,upcoming,2026-04-27T18:11:49Z
fanduel,nba,cavaliers__raptors,raptors,4.0,2026-04-29T23:10:00Z,upcoming,2026-04-27T18:11:49Z
betmgm,nba,cavaliers__raptors,cavaliers,1.25,2026-04-29T23:10:00Z,upcoming,2026-04-27T18:10:58Z
betmgm,nba,cavaliers__raptors,raptors,4.1,2026-04-29T23:10:00Z,upcoming,2026-04-27T18:10:58Z
bovada,nba,cavaliers__raptors,cavaliers,1.26,2026-04-29T23:10:00Z,upcoming,2026-04-27T18:05:03Z
bovada,nba,cavaliers__raptors,raptors,3.9,2026-04-29T23:10:00Z,upcoming,2026-04-27T18:05:03Z
draftkings,nba,lakers__rockets,lakers,2.2,2026-04-30T01:40:00Z,upcoming,2026-04-27T18:11:25Z
draftkings,nba,lakers__rockets,rockets,1.7,2026-04-30T01:40:00Z,upcoming,2026-04-27T18:11:25Z
fanduel,nba,lakers__rockets,lakers,2.24,2026-04-30T01:40:00Z,upcoming,2026-04-27T18:11:49Z
fanduel,nba,lakers__rockets,rockets,1.68,2026-04-30T01:40:00Z,upcoming,2026-04-27T18:11:49Z
betmgm,nba,lakers__rockets,lakers,2.25,2026-04-30T01:40:00Z,upcoming,2026-04-27T18:10:58Z
betmgm,nba,lakers__rockets,rockets,1.67,2026-04-30T01:40:00Z,upcoming,2026-04-27T18:10:58Z
betrivers,nba,lakers__rockets,lakers,2.23,2026-04-30T01:40:00Z,upcoming,2026-04-27T18:10:58Z
betrivers,nba,lakers__rockets,rockets,1.66,2026-04-30T01:40:00Z,upcoming,2026-04-27T18:10:58Z
bovada,nba,lakers__rockets,lakers,2.3,2026-04-30T01:40:00Z,upcoming,2026-04-27T18:05:03Z
bovada,nba,lakers__rockets,rockets,1.67,2026-04-30T01:40:00Z,upcoming,2026-04-27T18:05:03Z
